state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1
WV,2023,promotion_ban,HB3503,"- if public institutions do mandate diversity training they can lose federal funding, cannot use financial gifts in furtherance of this
- puts in place punishments for those who violate it",2,0,-99,legislative,"Pritt, Chris",REP,education,restrictive,https://legiscan.com/WV/bill/HB3503/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3503%20intr.htm&yr=2023&sesstype=RS&i=3503,Molly,0,restrictive
WV,2023,public_trans_ban,HB3176,"- no adult-oriented businesses should be located or conducted on public properties (schools, libraries) or wherever minors (under 18s) can be viewed
- classifies drag performance as one in which the gender presented is different than assigned at birth, performs
- says these ""performances"" should only happen in adult spaces",2,0,-99,legislative,"Thorne, Darren",REP,public_presence,restrictive,https://legiscan.com/WV/bill/HB3176/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3176%20intr.htm&yr=2023&sesstype=RS&i=3176,Molly,0,restrictive
WV,2023,decency_laws,HB3176,"- classifies drag performance as one in which the gender presented is different than assigned at birth, performs
- appeals to prurient interest",2,0,-99,legislative,"Thorne, Darren",REP,public_presence,restrictive,https://legiscan.com/WV/bill/HB3176/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3176%20intr.htm&yr=2023&sesstype=RS&i=3176,Molly,0,restrictive
WV,2023,promotion_ban,HB3176,- no state agency can receive funding for this,2,0,-99,legislative,"Thorne, Darren",REP,public_presence,restrictive,https://legiscan.com/WV/bill/HB3176/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3176%20intr.htm&yr=2023&sesstype=RS&i=3176,Molly,0,restrictive
WV,2023,care_restriction_minor,HB3183,- states that there is no need for sexual/gender identity counseling,2,0,-99,legislative,"Dillon, Henry",REP,medical,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,promotion_ban,HB3183,- no school representative or non-parental adult can provide counseling which questions or affirms student's sexuality or gender identity,2,0,-99,legislative,"Dillon, Henry",REP,other,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,promotion_ban,HB3183,- no teacher or public employee can recommend children to counseling or cannot provide it for the purposes of identity,2,0,-99,legislative,"Dillon, Henry",REP,education,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,parental_rights_medical,HB3183,- no school representative or non-parental adult can provide counseling which questions or affirms student's sexuality or gender identity,2,0,-99,legislative,"Dillon, Henry",REP,education,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,pride_flag_ban,HB3183,"- no public rep or institution can show symbolism for sexuality or gender (likely pride flag, other flag related bans)",2,0,-99,legislative,"Dillon, Henry",REP,other,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,care_ban_minor,HB3183,- no teacher or public employee can recommend children to counseling or cannot provide it for the purposes of identity,2,0,-99,legislative,"Dillon, Henry",REP,education,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,care_ban_minor,HB3183,- no minor can be prescribed GAC (be it surgery or hormonal treatment,2,0,-99,legislative,"Dillon, Henry",REP,medical,restrictive,https://legiscan.com/WV/bill/HB3183/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3183%20intr.htm&yr=2023&sesstype=RS&i=3183,Molly,0,restrictive
WV,2023,deny_healthcare_beliefs,SB517,"- no healthcare institution, payer, or practitioner can be compelled to participate in or pay for somehting that they object to on the basis of conscience, be in religious, moral, or ethical and they should be protected from discrimination
- immunity from liability from exercising their right of conscience",2,0,-99,legislative,"Maynard, Mark",REP,medical,restrictive,https://legiscan.com/WV/bill/SB517/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb517%20intr.htm&yr=2023&sesstype=RS&i=517,Molly,0,restrictive
WV,2023,religious_lib,HB3042,- equal protection for religion act; cannot deny or curtail the exercise of religion,3,1,44994,legislative,"Pinson, Jonathan",REP,discrimination,neutral,https://legiscan.com/WV/bill/HB3042/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3042%20intr.htm&yr=2023&sesstype=RS&i=3042,Molly,1,neutral
WV,2023,name_pronoun_restriction,HB3001,"- no classroom teacher employed in a public school has to use a student's preferred pronouns if they're not consistent with biological sex
- not civilly liable and cannot be punished by their employers",2,0,-99,legislative,"Pritt, Chris",REP,education,restrictive,https://legiscan.com/WV/bill/HB3001/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3001%20intr.htm&yr=2023&sesstype=RS&i=3001,Molly,0,restrictive
WV,2023,care_restriction_minor,HB2007,"- a physician may not provide gender reassignment to person under 18 or any gender-altering medication
- but they can prescribe hormonal therapy if minor has been diagnosed by 2 gender dysmorphia specialistics; lowest dosages but not for the purpose of transition",3,1,45014,legislative,"Foster, Geoff",REP,medical,restrictive,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2007%20sub%20enr.htm&yr=2023&sesstype=RS&i=2007,,Molly,1,restrictive
WV,2023,care_restriction_minor,HB3097,- no physician who accepts Medicaid or CHIP as payment cannot provide GAC surgery to anyone under 18,2,0,-99,legislative,"Foster, Geoff",REP,medical,restrictive,https://legiscan.com/WV/bill/HB3097/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3097%20intr.htm&yr=2023&sesstype=RS&i=3097,Molly,0,restrictive
WV,2023,public_trans_ban,SB253,- adult cabaret includes drag performers; makes it a criminal offense to engage in those performances where there may be minors present (on public property or viewed by a minor in general); any person convicted faces jail time,2,0,-99,legislative,"Azinger, Mike",REP,public_presence,restrictive,https://legiscan.com/WV/bill/SB253/2023,https://legiscan.com/WV/bill/SB253/2023,Molly,0,restrictive
WV,2023,decency_laws,SB253,- adult cabaret includes drag performers; makes it a criminal offense to engage in those performances where there may be minors present (on public property or viewed by a minor in general); any person convicted faces jail time,2,0,-99,legislative,"Azinger, Mike",REP,public_presence,restrictive,https://legiscan.com/WV/bill/SB253/2023,https://legiscan.com/WV/bill/SB253/2023,Molly,0,restrictive
WV,2023,promotion_ban,SB103,- no WV funds can be used to organize or promote drag shows,2,0,-99,legislative,"Tarr, Eric",REP,other,restrictive,https://legiscan.com/WV/bill/SB103/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb103%20intr.htm&yr=2023&sesstype=RS&i=103,Molly,0,restrictive
WV,2023,decency_laws,SB103,"- all minors are prohibited from attending drag shows, they may not be held in attendance of minors and it's their responsibility to check ages",2,0,-99,legislative,"Tarr, Eric",REP,public_presence,restrictive,https://legiscan.com/WV/bill/SB103/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb103%20intr.htm&yr=2023&sesstype=RS&i=103,Molly,0,restrictive
WV,2023,public_trans_ban,SB103,"- all minors are prohibited from attending drag shows, they may not be held in attendance of minors and it's their responsibility to check ages",2,0,-99,legislative,"Tarr, Eric",REP,public_presence,restrictive,https://legiscan.com/WV/bill/SB103/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb103%20intr.htm&yr=2023&sesstype=RS&i=103,Molly,0,restrictive
WV,2023,drag_restriction,SB103,"- any parent or guardian who violates these and brings their minor to a drag show may be required to complete parenting classes, counseling, etc. 
- was flagged in the auditing process as being strange but was included within drag_restriction to prevent a new tag",2,0,-99,legislative,"Tarr, Eric",REP,,restrictive,https://legiscan.com/WV/bill/SB103/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb103%20intr.htm&yr=2023&sesstype=RS&i=103,Molly,0,restrictive
WV,2023,birth_certificate_positive,HB2101,"- people can request gender change for birth certificates; F/M/X 
- upon affadavit signed by individual or their legal guardian",2,0,-99,legislative,"Walker, Danielle",DEM,legal_recognition,expansive,https://legiscan.com/WV/bill/HB2101/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2101%20intr.htm&yr=2023&sesstype=RS&i=2101,Molly,0,expansive
WV,2023,legal_recognition_positive,HB2101,- makes it so driver's licenses can be gendered for M/F/X,2,0,-99,legislative,"Walker, Danielle",DEM,legal_recognition,expansive,https://legiscan.com/WV/bill/HB2101/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2101%20intr.htm&yr=2023&sesstype=RS&i=2101,Molly,0,expansive
WV,2023,preemption_discrim_positive,HB2290,- adding language to the WV constitution to include protections for people on the basis of sexual orientation and gender identity,2,0,-99,legislative,"Walker, Danielle",DEM,discrimination,expansive,https://legiscan.com/WV/bill/HB2290/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2290%20intr.htm&yr=2023&sesstype=RS&i=2290,Molly,0,expansive
WV,2023,lgbt_discrim_protect,HB2290,- adding language to the WV constitution to include protections for people on the basis of sexual orientation and gender identity,2,0,-99,legislative,"Walker, Danielle",DEM,discrimination,expansive,https://legiscan.com/WV/bill/HB2290/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2290%20intr.htm&yr=2023&sesstype=RS&i=2290,Molly,0,expansive
WV,2023,hate_crimes_prohibition,HB2290,"- create a commission to work with offices to investigate, receive complaints about discrimination on basis of race, religion, identity, etc.",2,0,-99,legislative,"Walker, Danielle",DEM,safety,expansive,https://legiscan.com/WV/bill/HB2290/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2290%20intr.htm&yr=2023&sesstype=RS&i=2290,Molly,0,expansive
WV,2023,forced_outing,SB692,"- no nurse, counselor, teacher, or staff at public or private schools can withhold from guardians information about how the minor perceives their gender; must report to parents",2,0,-99,legislative,"Maynard, Mark",REP,education,restrictive,https://legiscan.com/WV/bill/SB692/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb692%20intr.htm&yr=2023&sesstype=RS&i=692,Molly,0,restrictive
WV,2023,care_ban_minor,SB692,- no physician or healthcare provider can perform or engage in practices to minors (people <18) to change their gender or sex,2,0,-99,legislative,"Maynard, Mark",REP,medical,restrictive,https://legiscan.com/WV/bill/SB692/2023,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=692&year=2023&sessiontype=RS&btype=bill,Molly,0,restrictive
WV,2023,forced_outing,SB692,"- no nurse, counselor, or school worker at public or private schools can withhold from a parent or guardian minor's perceptions of gender and sex",2,0,-99,legislative,"Maynard, Mark",REP,education,restrictive,https://legiscan.com/WV/bill/SB692/2023,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=692&year=2023&sessiontype=RS&btype=bill,Molly,0,restrictive
WV,2023,parental_rights_guidance,SB692,"- no nurse, counselor, or school worker at public or private schools can withhold from a parent or guardian minor's perceptions of gender and sex",2,0,-99,legislative,"Maynard, Mark",REP,education,restrictive,https://legiscan.com/WV/bill/SB692/2023,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=692&year=2023&sessiontype=RS&btype=bill,Molly,0,restrictive
WV,2023,liability_extension,SB692,"- people can allege harm to those who provide assistance or services, minor can allege harm",2,0,-99,legislative,"Maynard, Mark",REP,medical,restrictive,https://legiscan.com/WV/bill/SB692/2023,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=692&year=2023&sessiontype=RS&btype=bill,Molly,0,restrictive
WV,2023,lgbt_discrim_protect,HB2266,"- add language to the Fair Housing Act and Human Rights Act that prohibits discrimination on the basis of sexual orientation and gender identity
- creates a commission to prevent discrimination",2,0,-99,legislative,"Pushkin, Mike",DEM,discrimination,expansive,https://legiscan.com/WV/bill/HB2266/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2266%20intr.htm&yr=2023&sesstype=RS&i=2266,Molly,0,expansive
