state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1,topic1
TX,2023,legal_recognition_negative,HB3883,Defines gender/sex as assigned gender at birth in the Texas code and requires that data collection by the government define sex/gender as assigned gender at birth.,2,0,-99,legislative,"Troxclair, Ellen; Leo-Wilson Terri; et al.",GOP,legal_recognition,restricting,https://legiscan.com/TX/bill/HB3883/2023,,Margot,0,restrictive,Legal
TX,2023,legal_recognition_negative,HB3902,Defines gender/sex as assigned gender at birth in the Texas code.,2,0,-99,legislative,"Harrison, Brian; Spiller, David",GOP,legal_recognition,restricting,https://legiscan.com/TX/bill/HB3902/2023,,Margot,0,restrictive,Legal
TX,2023,lgbt_discrim_protect,HB3918,"Bans discrimination against individuals based on gender identity or expression, or sexual orientation in many areas, including public accomadations, criminal procedure, education, and housing by adding those characters to existing anti-discrimination laws.  Also establishes a cause of action in some cases.",2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB3918/2023,,Margot,0,expansive,Discrimination
TX,2023,inclusive_language,HB3918,"Edits the family code to contain gender neutral language, to include same-sex parents.",2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,other,expanding,https://legiscan.com/TX/bill/HB3918/2023,,Margot,0,expansive,Other
TX,2023,name_change_positive,HB3918,Establishes a procedure for changing one's legal name and gender due to a gender transition.,2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,legal_recognition,expanding,https://legiscan.com/TX/bill/HB3918/2023,,Margot,0,expansive,Legal
TX,2023,legal_recognition_positive,HB3918,Establishes a procedure for changing one's legal name and gender due to a gender transition.,2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,legal_recognition,expanding,https://legiscan.com/TX/bill/HB3918/2023,,Margot,0,expansive,Legal
TX,2023,discussion_allow,HB4017,Requires that school sexual education include affirming information regarding gender identity and sexual orientation.,2,0,-99,legislative,"Gonzalez, Mary; Morales Shaw, Penny",DEM,education,expanding,https://legiscan.com/TX/bill/HB4017/2023,,Margot,0,expansive,Education
TX,2023,forced_outing,HB4055,Schools must inform a student's parents/guardians if there is a change in the monitoring relating to a students mental health.  This may function as forced outing.,2,0,-99,legislative,"Troxclair, Ellen",GOP,education,restricting,https://legiscan.com/TX/bill/HB4055/2023,Identical to SB2559,Margot,0,restrictive,Education
TX,2023,drag_restriction,HB4129,Bans buisnesses from holding performances where a person exhibits a gender different than their assigned gender at birth in the presense of minors by declaring it a felony.,2,0,-99,legislative,"Slaton, Bryan",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB4129/2023,,Margot,0,restrictive,Public_Precence
TX,2023,public_trans_restriction,HB4129,Bans buisnesses from holding performances where a person exhibits a gender different than their assigned gender at birth in the presense of minors by declaring it a felony.,2,0,-99,legislative,"Slaton, Bryan",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB4129/2023,,Margot,0,restrictive,Public_Precence
TX,2023,drag_restriction,HB4378,A minor who attended a drag performance (defined as a performance where an individual exhibited a gender different than their assigned gender at birth) may bring an action against anyone involved in the performance up until 10 years after the incident.,2,0,-99,legislative,"Toth, Steve; Bell, Keith; et al.",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB4378/2023,,Margot,0,restrictive,Public_Precence
TX,2023,public_trans_restriction,HB4378,A minor who attended a drag performance (defined as a performance where an individual exhibited a gender different than their assigned gender at birth) may bring an action against anyone involved in the performance up until 10 years after the incident.,2,0,-99,legislative,"Toth, Steve; Bell, Keith; et al.",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB4378/2023,,Margot,0,restrictive,Public_Precence
TX,2023,inclusive_practices,HB4436,Creates an advisory council on the needs of LGBTQ+ older adults.,2,0,-99,legislative,"Plesa, Mihaela",DEM,other,expanding,https://legiscan.com/TX/bill/HB4436/2023,,Margot,0,expansive,Other
TX,2023,lgbt_discrim_protect,HB4488,"Bans discrimination in foster care based on gender identity, sexual orientation, or gender expression.",2,0,-99,legislative,"Wu, Eugene; Gonzalez, Mary; et al.",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB4488/2023,,Margot,0,expansive,Discrimination
TX,2023,discussion_allow,HB4545,Requires that the role of LGBTQ+ people in United States and Texas history be taught in public schools.,2,0,-99,legislative,"Ordaz Perez, Claudia",DEM,education,expanding,https://legiscan.com/TX/bill/HB4545/2023,,Margot,0,expansive,Education
TX,2023,inclusive_practices,HB4575,States that public school counselors should recieve training on LGBTQ+ issues.,2,0,-99,legislative,"Jones, Jolanda",DEM,other,expanding,https://legiscan.com/TX/bill/HB4575/2023,,Margot,0,expansive,Other
TX,2023,panic_defense_prohibition,HB4596,Bans the gay and trans panic defense.,2,0,-99,legislative,"Hinojosa, Gina",DEM,safety,expanding,https://legiscan.com/TX/bill/HB4596/2023,,Margot,0,expansive,Safety
TX,2023,care_ban_minor,HB4624,Bans gender affirming care for minors (those recieving continuous treatment are allowed to continue with medical approval).,2,0,-99,legislative,"Leach, Jeff",GOP,medical,restricting,https://legiscan.com/TX/bill/HB4624/2023,,Margot,0,restrictive,Health
TX,2023,care_restriction_minor,HB4624,Bans gender affirming care for minors (those recieving continuous treatment are allowed to continue with medical approval).,2,0,-99,legislative,"Leach, Jeff",GOP,medical,restricting,https://legiscan.com/TX/bill/HB4624/2023,,Margot,0,restrictive,Health
TX,2023,liability_extension,HB4624,Allows patients/parents to sue for damages related to gender affirming care.  Also allows a parent/guardian of a disceased minor patient to sue for wrongful death from gender affirming care.,2,0,-99,legislative,"Leach, Jeff",GOP,medical,restricting,https://legiscan.com/TX/bill/HB4624/2023,,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB4695,"Bans people who provide artificial intelligence mental health services from discrimination against people on the basis of sexual orientation, among other things.",2,0,-99,legislative,"Jetton, Jacey; Garcia, Josey",Bipartisan,discrimination,expanding,https://legiscan.com/TX/bill/HB4695/2023,,Margot,0,expansive,Discrimination
TX,2023,care_ban_young_adult,HB4754,"Bans gender affirming care for those under the age of 26, and establishes that providing gender affirming care to said individuals is a felony.",2,0,-99,legislative,"Tinderholt, Tony",GOP,medical,restricting,https://legiscan.com/TX/bill/HB4754/2023,,Margot,0,restrictive,Health
TX,2023,liability_extension,HB4754,Allows individuals under 26 harmed by gender affirming care to sue to damages until the age of 58.,2,0,-99,legislative,"Tinderholt, Tony",GOP,medical,restricting,https://legiscan.com/TX/bill/HB4754/2023,,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB4884,"Bans discrimination against individuals based on gender identity or expression, or sexual orientation in healthcare.",2,0,-99,legislative,"Flores, Maria; Howard, Donna; et al.",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB4884/2023,,Margot,0,expansive,Discrimination
TX,2023,lgbt_discrim_protect,HB4946,Prohibits individuals from being excluded from jury service based on actual or precieved gender identity or sexual orientation.  Also prohibits peremptory challanges that discriminate against individuals on the basis of actual or precieved gender identity or sexual orientation.,2,0,-99,legislative,"Flores, Maria; Golzalez, Mary; et al.",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB4946/2023,,Margot,0,expansive,Discrimination
TX,2023,forced_outing,HB4961,"If an employee of a school district or charter school discovers that a student may be transgender, they must imform that student's parents/guardians within 24 hours.",2,0,-99,legislative,"Patterson, Jared; Landgraf, Brooks",GOP,education,restricting,https://legiscan.com/TX/bill/HB4961/2023,,Margot,0,restrictive,Education
TX,2023,conversion_therapy_restriction,HB5026,Defines conversion therapy for sexual orientation (and for gender identity in the case that an attempt to change one's gender identity is part of an effort to make them heterosexual) as child abuse.,2,0,-99,legislative,"Bryant, John; Morales Shaw, Penny",DEM,medical,expanding,https://legiscan.com/TX/bill/HB5026/2023,,Margot,0,expansive,Health
TX,2023,inclusive_language,HB5031,"Edits the family code to contain gender neutral language, to include same-sex parents.",2,0,-99,legislative,"Bryant, John; Morales Shaw, Penny",DEM,other,expanding,https://legiscan.com/TX/bill/HB5031/2023,,Margot,0,expansive,Other
TX,2023,lgbt_discrim_protect,HB5110,Prohibits individuals from being excluded from jury service based on sexual orientation.,2,0,-99,legislative,"Bhojani, Salman; Johnson, Julie; et al.",Bipartisan,discrimination,expanding,https://legiscan.com/TX/bill/HB5110/2023,,Margot,0,expansive,Discrimination
TX,2023,inclusive_practices,HB5119,Specifies that employment assistance services will go to people of all gender identities and sexual orientations.,2,0,-99,legislative,"Morales, Christina",DEM,other,expanding,https://legiscan.com/TX/bill/HB5119/2023,,Margot,0,expansive,Other
TX,2023,dei_school_ban,HB5127,"Bans DEI offices at institutions of higher education, and bans trainings related to sexual orientation and gender identity.",2,0,-99,legislative,"Shaheen, Matthew; Bonnen; Gregg",GOP,education,restricting,https://legiscan.com/TX/bill/HB5127/2023,Similar to SB17.,Margot,0,restrictive,Education
TX,2023,school_accom_restriction,HB5235,Requires that multiple occupancy bathrooms/locker rooms at public schools must be segregated by assigned gender at birth.  Establishes civil liability for violations.,2,0,-99,legislative,"Toth, Steve; Bell, Keith; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB5235/2023,,Margot,0,restrictive,Education
TX,2023,school_accom_restriction,HB5236,Requires that multiple occupancy bathrooms/locker rooms at public schools must be segregated by assigned gender at birth.,2,0,-99,legislative,"Toth, Steve",GOP,education,restricting,https://legiscan.com/TX/bill/HB5236/2023,,Margot,0,restrictive,Education
TX,2023,forced_outing,HB5261,Schools must inform a student's parents/guardians if there is a change in the monitoring relating to a students mental health.  This may function as forced outing.,2,0,-99,legislative,"Frank, James; Bell, Keith; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB5261/2023,Very similar to SB8.,Margot,0,restrictive,Education
TX,2023,discussion_ban,HB5261,Prohibits instruction on sexual orientation or gender identity in grades pre-K through 12.,2,0,-99,legislative,"Frank, James; Bell, Keith; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB5261/2023,Very similar to SB8.,Margot,0,restrictive,Education
TX,2023,forced_outing,SB8,"If an employee of a school district or independent contractor working for a school district discovers that a student may be transgender, they must imform that student's parents/guardians.",3,0,-99,legislative,"Creighton, Charles; Bettencourt, Paul; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/SB8/2023,Very similar to HB5261.,Margot,1,restrictive,Education
TX,2023,discussion_ban,SB8,Prohibits instruction on sexual orientation or gender identity in grades pre-K through 12.,3,0,-99,legislative,"Creighton, Charles; Bettencourt, Paul; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/SB8/2023,Very similar to HB5261.,Margot,1,restrictive,Education
TX,2023,drag_restriction,SB12,Bans drag performances on public property and in commercial entities in the presense of minors.  Creates a civil penalty.,3,1,1687046400,legislative,"Huges, Bryan; Bettencourt, Paul; et al.",GOP,public_presense,restricting,https://legiscan.com/TX/bill/SB12/2023,,Margot,1,restrictive,Public_Precence
TX,2023,care_ban_minor,SB14,"Bans gender affirming care for those younger than 18, mandates that those currently recieving care be weaned off.  Creates penalties for violators.",3,1,1685664000,legislative,"Campbell, Donna; Bettencourt, Paul; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/SB14/2023,"Identical to HB1686 and SB625, except that SB14 has an extra section that states that children must be weaned off gender affirming drugs in a safe manner.",Margot,1,restrictive,Health
